Versjon;Ansvar;Beløp;Oppdatert;;;;;;;;;;;;;;;
2020PVBEND;061160;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;290634;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061040;190000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;-575000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;377740;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041070;-16139;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;29493.34;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;70592;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;011010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;-526646;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;488000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;37868;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021070;-158000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;108471;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;051070;702000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;174102;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011060;-17000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;32883;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;604000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;-90000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;25775.88;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;269529;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061010;24353;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;-215625;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;-62933;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041090;-726000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;125153;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061130;149160;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;-10000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;575226;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041030;42512;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;106473;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;-274000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;47116;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021060;-143000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;19863;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061120;49824;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;-261666;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;-134909;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;-80000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;-351000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;-830915;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;59303;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021090;88000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;-269077;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;-565735;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;061120;2293000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;-21000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;47000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;16724;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;5454.93;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;43574.89;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;10000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;-157153;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;539877;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061130;-774960;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;-389000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;68951;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;191804;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021060;19870.05;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;27454;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;14890;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;51413;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021090;34474;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;265638;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;031010;71006;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031010;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;294000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;84711;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;35839;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;-169847;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;-135000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;-307890;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;-31180;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;-722000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;101451;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041090;-2376716;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;322658;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021100;949000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;041030;216009;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061050;10722;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;42980;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;061080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;-312229;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;71981;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;031010;-96231;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;328000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;-105876;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;1013000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;934651;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051072;10601000;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;580000;-190783;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;-85512;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;756212;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021010;5845.82;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;233666;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061150;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;-101000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;818390;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;15706.96;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;15000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;-367783;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;-198534;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;48320;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;10395;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;1681288;6/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;172000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;241000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;19602;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;857000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;411992;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041090;1941401;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041030;328168;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;031070;38003;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;-146119;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;-322187;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;58884;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061150;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;178375;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;580000;4059000;6/17/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;-234000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;38422;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031050;236965;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041010;-442386;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;106304;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;031070;325758;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021050;-183000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;42980;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;021030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;25134;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;-403000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;360478;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021060;353727;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;23024.47;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;87403;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021100;509731;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;051070;57306;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;051030;101895;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041050;-245484;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;-951328;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;-1167729;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;445000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;22028.31;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;-410000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;143939;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;051010;-421000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;-302000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;225571;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;051030;-235045;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;-890043;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041090;56072.03;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;85216;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041050;28092;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;-1475147;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;-269000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;-102768;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;70898;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;28653;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;061130;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;5203;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;-209563;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;8886.55;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;-70000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;1113063;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041020;384298;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041050;225895;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;18898.33;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021070;-1447186;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;-103000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;557297;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021030;297176;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;532;1/19/2021;;;;;;;;;;;;;;;
2020PVBEND;061140;-328000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;22044.74;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;32790;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;-1736025;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;-98000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;159817;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;729481;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061120;24217.36;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;190083;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061120;-1757969;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;-293949;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;24090.03;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;-108501;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;-570000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;77.33;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;13242;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;632272;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011060;1466393;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;345995;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041050;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;28653;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;011070;25367.81;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;213879;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041050;167944;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021020;-201800;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;14327;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;031060;199128;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011010;65000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;15866.3;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;-337000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;4619969;6/24/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;347039;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;-57427;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;580000;795970;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061060;28653;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;041020;0;2/25/2020;;;;;;;;;;;;;;;
2019PVBEND;011040;315000;12/17/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;47389;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061120;182678;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061040;98033;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;124206;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061010;521200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;13000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;61700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;353143;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;76000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;-1040761;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;93000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061140;32700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;375900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;219297;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;561300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;-1454897;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;66600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;60700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;25200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;73000;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;1079364;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;93000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;-252000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061030;131467;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;051070;220400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021010;58900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;235300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;281451;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061140;57109;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;186500;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;011010;-4937;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;87916;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;287100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;-245760;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;49800;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061030;-271000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;53000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;212000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;-143000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;336200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051010;1021700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;-209000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;146012;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;118616;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;616134;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021120;250500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061120;-561000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;051072;74500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;20200;1/29/2020;;;;;;;;;;;;;;;
2019PVBEND;021090;101000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;226246;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041090;420600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;-9626;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;57700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;209000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021050;649800;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;176945;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;051050;263200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;-247000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021010;103272;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;513800;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;46100;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;478000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;80256;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;031040;72000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;497400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;-1695668;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;3118000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;0;10/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;296320;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;235000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;264800;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;457700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;-60000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;339804;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;327295;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;-103000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;-216000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;108155;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;051070;2353843;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061140;695550;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;188000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;32867;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041050;94000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021010;65000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;31700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061010;-12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;-59000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;229000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;62100;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;-78000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;131300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;217673;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061030;24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;50000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;92411;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;360515;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;51492;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;91000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;109500;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;051072;16100;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;5185;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;234271;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061120;180000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;-5005;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;21039;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;462000;12/17/2019;;;;;;;;;;;;;;;
2019PVBEND;021120;17000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;48500;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;444410;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;119821;4/30/2019;;;;;;;;;;;;;;;
