Versjon;Ansvar;Beløp;Oppdatert;;;;;;;;;;;;;;;
2021PVBEND;041030;294000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;041040;-1545999;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061150;18000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;061060;261000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061120;112000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;061080;21000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021010;-329295;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;031060;470000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061050;37000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021010;-653909;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061140;-226271;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;011090;1220669;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;041050;383000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061040;1653214;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061080;18000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;031030;-1000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021030;556000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041010;798000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031070;338504;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;061120;0;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;041070;171000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;021030;292164;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;061160;-387000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;031030;258000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;021060;-530495;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;041010;427307;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;011010;-451466;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;021050;-168000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061140;1086547;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;041020;206000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021090;21000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;061070;28000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;061090;-265597;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;011040;10000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;011050;325000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;580000;450000;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021020;-28000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;021040;122000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061030;104390;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;061060;1000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061100;183637;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;031050;0;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;061070;495000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;051050;141670;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;011040;36000;5/26/2021;;;;;;;;;;;;;;;
2021PVBEND;041020;702991;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;011070;-430086;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;031040;82000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061080;20000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;011090;254000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;061170;147854;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;011050;135762;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;041050;579000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021050;335550;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;041040;25000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021010;36000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;580000;0;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061100;370000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021020;359182;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021070;-784027;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;061160;530000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041040;354000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;021010;-1000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041050;-351000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;041070;91000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011040;-378000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;021070;-1287984;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;041020;-11000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;061040;-292402;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;041010;417000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031010;-118000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061130;157000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;021030;329000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;051050;282000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041100;-532903;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;031060;211740;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021050;712000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041030;-335000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061050;298644;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;041060;49000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;021110;349000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031040;77668;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;011050;322000;9/27/2021;;;;;;;;;;;;;;;
2021PVBEND;061010;201000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;031010;30298;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;051010;530535;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021040;569285;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;031020;802727;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;041030;0;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;021100;-1124930;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;041100;299000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011060;-344274;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;061110;-545000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061030;-334000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;051030;-58000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;061150;3209;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;051030;57000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021060;-501944;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;021120;151521;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;061120;-661000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;031070;-78000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;051010;1111000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011040;216420;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;061050;9000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;011060;1229184;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061150;67000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;580000;0;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;041100;136000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;061160;281899;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021030;437000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;021110;202000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;061150;89310;12/1/2021;;;;;;;;;;;;;;;
2021PVBEND;061090;341066;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;031070;45000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;021080;-5000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061070;262578;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;041090;-330186;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;061120;603000;5/26/2021;;;;;;;;;;;;;;;
2021PVBEND;041080;-742000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;021060;-29000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;021060;66000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;051050;39000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;051050;37000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;061160;-233907;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;031030;96000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;021040;-826843;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;041040;125000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021030;-209000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061040;242263;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;031010;-30000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061080;-41000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061100;205000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031040;72000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011040;-841913;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;041080;-18000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061120;165000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;041030;269000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;051030;85332;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;021070;226517;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;021010;54000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031060;-133000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;021090;-111000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061060;-115050;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;031070;164000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;051010;638000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;061100;-992000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;031060;185026;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;041040;270000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;031020;-135990;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;011060;821597;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;041050;0;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;051070;1049000;9/27/2021;;;;;;;;;;;;;;;
2021PVBEND;041010;-1562078;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;011050;154000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031050;543987;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;011090;288000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;011070;277927;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;021100;-690302;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;031050;-185307;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;580000;1903081;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;011010;28000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;021050;435000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;031040;283000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;061130;187000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;041080;499000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061170;50000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;051010;-260000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021020;0;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;061090;1000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;061110;1423892;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061140;271414;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;051030;1511000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;011010;63000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011070;-612000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;041070;304000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;051070;350908;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021120;102453;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;011050;-127000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;021080;216380;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061070;-266471;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;061040;718000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011060;15000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;021110;14000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;041050;22000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061030;4000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;061050;-21000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;580000;-11708;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;041070;616000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;041020;213000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061060;-148309;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;041090;893000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;061010;1259000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;021050;211000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061150;-66000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;021040;17578;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;031070;274069;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;041010;-370457;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;031040;325472;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;061160;-434538;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;051050;-153000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061140;494000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;041100;1000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;041070;-12844;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;051050;0;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;061050;2000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;051010;1872946;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061110;-1000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031040;596000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061070;142000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061090;-1180207;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;011010;1000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;021010;63000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;011060;125000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041090;148000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061080;0;9/24/2021;;;;;;;;;;;;;;;
2021PVBEND;041020;1455000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061130;50000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011060;257000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;031050;122000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;041050;-42000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061070;187111;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;051030;-126000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061150;386000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011070;46000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;021030;-96000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;041080;306180;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021040;242000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;021090;64000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;031020;160000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;041060;892000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;061060;333000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;011090;63000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;031030;18000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;031030;73000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011090;138000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;051070;23000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041100;186963;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;011050;798646;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;021070;102000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021120;-7000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;021080;-94000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;061170;-153554;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;011070;71000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061060;844000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061110;-440000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;041020;-1346000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061100;-879722;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;041030;604000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061030;61000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021020;13000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;061150;178656;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;061160;-65000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061170;391438;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061050;249000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021060;105000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;011050;-358669;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;061120;114000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021110;-595819;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;021100;4000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;021050;951295;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;041060;593000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061090;-1024000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;061010;210850;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;031060;-340000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;051070;21000;10/11/2021;;;;;;;;;;;;;;;
2021PVBEND;041090;-29000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;041060;-431543;3/9/2021;;;;;;;;;;;;;;;
2021PVBEND;061130;-28000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;031070;-26000;4/20/2021;;;;;;;;;;;;;;;
2021PVBEND;061080;92000;11/8/2021;;;;;;;;;;;;;;;
2021PVBEND;031010;165000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;041100;372000;12/10/2021;;;;;;;;;;;;;;;
2021PVBEND;011040;192000;3/12/2021;;;;;;;;;;;;;;;
2021PVBEND;041030;325197;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;031010;19178;1/31/2022;;;;;;;;;;;;;;;
2021PVBEND;021070;-7000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;041070;-279738;7/16/2021;;;;;;;;;;;;;;;
2021PVBEND;021090;58000;1/24/2022;;;;;;;;;;;;;;;
2021PVBEND;061140;525000;5/10/2021;;;;;;;;;;;;;;;
2021PVBEND;021080;141000;5/10/2021;;;;;;;;;;;;;;;
2020PVBEND;041060;17466;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;1076811;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;98343;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;-155000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;8888;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;31228;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;8981.29;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;42980;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;041070;338154;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021080;-68699;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;580000;120531.2;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;174222;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061170;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;-280553;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;26998;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;051072;11732;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;765000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;42980;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;011050;311399;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;325504;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;22472.32;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;-1522560;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;356511;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061160;12688.21;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;28125.69;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;-444765;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061120;42980;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;011050;-265000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;35295;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;208430;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061100;-234366;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;46308;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;-31521;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;56216;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;-468000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;199735;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;35246;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041060;212810;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061060;66218;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;580000;2340966;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;-109846;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;266106;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;011090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;17673.37;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;394474;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;031070;139622;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041080;-43000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;5444.06;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;373071;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041090;43829;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;-99000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;102000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;1553000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;-272797;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;172201;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;273760;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061160;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;80761;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061010;8000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;336433;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;384642;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;011070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;-1031000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;-229807;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;605399;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;14327;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;021100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;736452;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;-622000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;402736;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;031020;26591.61;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;-7000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;-207609;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;-203791;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;177000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;25589;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;-111980;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;174976;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061060;-326503;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061120;-299000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;825598;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;-245979;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;-237000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041030;0;2/25/2020;;;;;;;;;;;;;;;
