Enhet;Måned;År;Regnskap
E031040 - Nidarvoll skole;8;2019;3 127 250
E031040 - Nidarvoll skole;9;2019;3 406 650
E031040 - Nidarvoll skole;10;2019;3 566 190
E031040 - Nidarvoll skole;11;2019;3 023 230
E031040 - Nidarvoll skole;12;2019;96 680
E031050 - Steindal skole;1;2019;2 289 510
E031050 - Steindal skole;2;2019;2 424 400
E031050 - Steindal skole;3;2019;2 253 330
E031050 - Steindal skole;4;2019;2 494 050
E031050 - Steindal skole;5;2019;2 169 480
E031050 - Steindal skole;6;2019;-461 870
E031050 - Steindal skole;7;2019;2 902 290
E031050 - Steindal skole;8;2019;2 231 210
E031050 - Steindal skole;9;2019;2 366 610
E031050 - Steindal skole;10;2019;2 658 620
E031050 - Steindal skole;11;2019;2 406 630
E031050 - Steindal skole;12;2019;2 860 590
E031060 - Sunnland skole;1;2019;2 294 590
E031060 - Sunnland skole;2;2019;2 637 360
E031060 - Sunnland skole;3;2019;2 399 680
E031060 - Sunnland skole;4;2019;2 374 200
E031060 - Sunnland skole;5;2019;2 367 170
E031060 - Sunnland skole;6;2019;-436 940
E031060 - Sunnland skole;7;2019;2 451 710
E031060 - Sunnland skole;8;2019;2 447 440
E031060 - Sunnland skole;9;2019;3 636 820
E031060 - Sunnland skole;10;2019;3 004 050
E031060 - Sunnland skole;11;2019;3 129 490
E031060 - Sunnland skole;12;2019;1 176 680
E031070 - Utleira skole;1;2019;3 450 650
E031070 - Utleira skole;2;2019;2 851 890
E031070 - Utleira skole;3;2019;2 462 240
E031070 - Utleira skole;4;2019;2 781 900
E031070 - Utleira skole;5;2019;2 743 370
E031070 - Utleira skole;6;2019;-907 690
E031070 - Utleira skole;7;2019;3 617 220
E031070 - Utleira skole;8;2019;3 007 860
E031070 - Utleira skole;9;2019;3 629 990
E031070 - Utleira skole;10;2019;3 189 590
E031070 - Utleira skole;11;2019;2 935 780
E031070 - Utleira skole;12;2019;2 209 080
E041010 - Byåsen skole;1;2019;6 947 590
E041010 - Byåsen skole;2;2019;4 831 050
E041010 - Byåsen skole;3;2019;4 202 530
E041010 - Byåsen skole;4;2019;4 582 370
E041010 - Byåsen skole;5;2019;3 610 160
E041010 - Byåsen skole;6;2019;-544 070
E041010 - Byåsen skole;7;2019;4 352 120
E041010 - Byåsen skole;8;2019;4 737 580
E041010 - Byåsen skole;9;2019;4 549 010
E041010 - Byåsen skole;10;2019;4 308 200
E041010 - Byåsen skole;11;2019;1 819 460
E041010 - Byåsen skole;12;2019;1 347 090
E041020 - Dalgård skole og ressurssenter;1;2019;6 657 240
E041020 - Dalgård skole og ressurssenter;2;2019;6 895 370
E041020 - Dalgård skole og ressurssenter;3;2019;7 121 090
E041020 - Dalgård skole og ressurssenter;4;2019;6 782 060
E041020 - Dalgård skole og ressurssenter;5;2019;6 658 780
E041020 - Dalgård skole og ressurssenter;6;2019;156 710
E041020 - Dalgård skole og ressurssenter;7;2019;7 602 840
E041020 - Dalgård skole og ressurssenter;8;2019;6 808 590
E041020 - Dalgård skole og ressurssenter;9;2019;7 438 790
E041020 - Dalgård skole og ressurssenter;10;2019;7 495 910
E041020 - Dalgård skole og ressurssenter;11;2019;6 753 320
E041020 - Dalgård skole og ressurssenter;12;2019;5 908 510
E041030 - Hallset skole;1;2019;3 119 180
E041030 - Hallset skole;2;2019;3 178 640
E041030 - Hallset skole;3;2019;3 230 270
E041030 - Hallset skole;4;2019;2 616 810
E041030 - Hallset skole;5;2019;2 614 290
E041030 - Hallset skole;6;2019;63 150
E041030 - Hallset skole;7;2019;3 711 350
E041030 - Hallset skole;8;2019;3 592 720
E041030 - Hallset skole;9;2019;2 874 270
E041030 - Hallset skole;10;2019;3 209 040
E041030 - Hallset skole;11;2019;3 209 390
E041030 - Hallset skole;12;2019;1 682 950
E041040 - Ila skole;1;2019;7 148 440
E041040 - Ila skole;2;2019;4 708 680
E041040 - Ila skole;3;2019;3 575 740
E041040 - Ila skole;4;2019;3 790 890
E041040 - Ila skole;5;2019;3 408 560
E041040 - Ila skole;6;2019;-233 510
E041040 - Ila skole;7;2019;5 058 810
E041040 - Ila skole;8;2019;3 654 540
E041040 - Ila skole;9;2019;5 129 920
E041040 - Ila skole;10;2019;4 488 260
E041040 - Ila skole;11;2019;3 536 670
E041040 - Ila skole;12;2019;-563 430
E041050 - Selsbakk skole;1;2019;2 275 620
E041050 - Selsbakk skole;2;2019;2 377 840
E041050 - Selsbakk skole;3;2019;1 934 260
E041050 - Selsbakk skole;4;2019;2 338 930
E041050 - Selsbakk skole;5;2019;2 201 900
E041050 - Selsbakk skole;6;2019;-684 850
E041050 - Selsbakk skole;7;2019;2 430 300
E041050 - Selsbakk skole;8;2019;2 289 350
E041050 - Selsbakk skole;9;2019;1 961 240
E041050 - Selsbakk skole;10;2019;2 183 520
E041050 - Selsbakk skole;11;2019;2 235 860
E041050 - Selsbakk skole;12;2019;1 637 080
E041060 - Stavset skole;1;2019;2 242 860
E041060 - Stavset skole;2;2019;1 897 630
E041060 - Stavset skole;3;2019;2 275 840
E041060 - Stavset skole;4;2019;2 348 020
E041060 - Stavset skole;5;2019;2 229 140
E041060 - Stavset skole;6;2019;-249 820
E041060 - Stavset skole;7;2019;2 623 990
E041060 - Stavset skole;8;2019;2 288 770
E041060 - Stavset skole;9;2019;1 872 800
E041060 - Stavset skole;10;2019;2 242 500
E041060 - Stavset skole;11;2019;2 449 290
E041060 - Stavset skole;12;2019;2 586 620
E041070 - Sverresborg skole;1;2019;4 384 000
E041070 - Sverresborg skole;2;2019;3 567 040
E041070 - Sverresborg skole;3;2019;3 577 190
E041070 - Sverresborg skole;4;2019;3 468 800
E041070 - Sverresborg skole;5;2019;2 902 720
E041070 - Sverresborg skole;6;2019;-121 550
E041070 - Sverresborg skole;7;2019;3 524 000
E041070 - Sverresborg skole;8;2019;3 238 150
E041070 - Sverresborg skole;9;2019;3 658 030
E041070 - Sverresborg skole;10;2019;2 906 020
E041070 - Sverresborg skole;11;2019;3 283 990
E041070 - Sverresborg skole;12;2019;2 713 360
E041080 - Ugla skole;1;2019;3 053 930
E041080 - Ugla skole;2;2019;3 155 570
E041080 - Ugla skole;3;2019;3 113 840
E041080 - Ugla skole;4;2019;3 141 420
E041080 - Ugla skole;5;2019;2 887 700
E041080 - Ugla skole;6;2019;-105 250
E041080 - Ugla skole;7;2019;3 295 480
E041080 - Ugla skole;8;2019;3 131 000
E041080 - Ugla skole;9;2019;3 170 110
E041080 - Ugla skole;10;2019;2 585 240
E041080 - Ugla skole;11;2019;3 305 390
E041080 - Ugla skole;12;2019;2 898 910
E041090 - Åsveien skole og ressurssenter;1;2019;6 119 470
E041090 - Åsveien skole og ressurssenter;2;2019;6 431 720
E041090 - Åsveien skole og ressurssenter;3;2019;6 399 350
E041090 - Åsveien skole og ressurssenter;4;2019;6 750 470
E041090 - Åsveien skole og ressurssenter;5;2019;6 112 420
E041090 - Åsveien skole og ressurssenter;6;2019;18 220
E041090 - Åsveien skole og ressurssenter;7;2019;7 955 810
E041090 - Åsveien skole og ressurssenter;8;2019;5 453 300
E041090 - Åsveien skole og ressurssenter;9;2019;6 786 960
E041090 - Åsveien skole og ressurssenter;10;2019;6 982 990
E041090 - Åsveien skole og ressurssenter;11;2019;6 890 740
E041090 - Åsveien skole og ressurssenter;12;2019;5 101 980
E041100 - Nyborg skole;1;2019;1 810 190
E041100 - Nyborg skole;2;2019;1 667 650
E041100 - Nyborg skole;3;2019;1 796 530
E041100 - Nyborg skole;4;2019;1 097 100
E041100 - Nyborg skole;5;2019;1 636 120
E041100 - Nyborg skole;6;2019;-434 070
E041100 - Nyborg skole;7;2019;2 431 520
E041100 - Nyborg skole;8;2019;1 824 250
E041100 - Nyborg skole;9;2019;2 088 320
E041100 - Nyborg skole;10;2019;1 576 550
E041100 - Nyborg skole;11;2019;2 041 160
E041100 - Nyborg skole;12;2019;1 120 680
E041820 - Lianvatnet skole, skoleavd BUP;1;2019;1 238 070
E041820 - Lianvatnet skole, skoleavd BUP;2;2019;1 264 050
E041820 - Lianvatnet skole, skoleavd BUP;3;2019;1 245 670
E041820 - Lianvatnet skole, skoleavd BUP;4;2019;1 237 880
E041820 - Lianvatnet skole, skoleavd BUP;5;2019;1 204 370
E041820 - Lianvatnet skole, skoleavd BUP;6;2019;-7 795 680
E041820 - Lianvatnet skole, skoleavd BUP;7;2019;1 239 980
E041820 - Lianvatnet skole, skoleavd BUP;8;2019;1 320 090
E041820 - Lianvatnet skole, skoleavd BUP;9;2019;1 332 330
E041820 - Lianvatnet skole, skoleavd BUP;10;2019;1 253 430
E041820 - Lianvatnet skole, skoleavd BUP;11;2019;-204 500
E041820 - Lianvatnet skole, skoleavd BUP;12;2019;-3 072 080
E051010 - Flatåsen skole;1;2019;5 728 140
E051010 - Flatåsen skole;2;2019;5 776 860
E051010 - Flatåsen skole;3;2019;5 718 500
E051010 - Flatåsen skole;4;2019;4 792 990
E051010 - Flatåsen skole;5;2019;5 220 240
E051010 - Flatåsen skole;6;2019;-1 562 540
E051010 - Flatåsen skole;7;2019;6 368 690
E051010 - Flatåsen skole;8;2019;6 384 620
E051010 - Flatåsen skole;9;2019;5 926 680
E051010 - Flatåsen skole;10;2019;6 290 890
E051010 - Flatåsen skole;11;2019;4 905 040
E051010 - Flatåsen skole;12;2019;4 956 780
E051030 - Huseby ungdomsskole;1;2019;2 136 450
E051030 - Huseby ungdomsskole;2;2019;2 485 420
E051030 - Huseby ungdomsskole;3;2019;2 289 060
E051030 - Huseby ungdomsskole;4;2019;2 330 540
E051030 - Huseby ungdomsskole;5;2019;2 005 300
E051030 - Huseby ungdomsskole;6;2019;167 380
E051030 - Huseby ungdomsskole;7;2019;2 193 030
E051030 - Huseby ungdomsskole;8;2019;2 000 970
E051030 - Huseby ungdomsskole;9;2019;2 348 460
E051030 - Huseby ungdomsskole;10;2019;2 504 230
E051030 - Huseby ungdomsskole;11;2019;2 414 420
E051030 - Huseby ungdomsskole;12;2019;802 380
E051040 - Kolstad skole;1;2019;1 360
E051040 - Kolstad skole;2;2019;3 050
E051040 - Kolstad skole;12;2019;-4 410
E051050 - Romolslia skole;1;2019;1 301 470
E051050 - Romolslia skole;2;2019;1 236 390
E051050 - Romolslia skole;3;2019;1 262 560
E051050 - Romolslia skole;4;2019;752 430
E051050 - Romolslia skole;5;2019;1 252 900
E051050 - Romolslia skole;6;2019;-31 390
E051050 - Romolslia skole;7;2019;1 644 020
E051050 - Romolslia skole;8;2019;1 489 920
E051050 - Romolslia skole;9;2019;1 478 280
E051050 - Romolslia skole;10;2019;1 335 200
E051050 - Romolslia skole;11;2019;906 660
E051050 - Romolslia skole;12;2019;1 450 370
E051060 - Saupstad skole og ressurssenter;1;2019;-47 540
E051060 - Saupstad skole og ressurssenter;2;2019;-1 200
E051060 - Saupstad skole og ressurssenter;12;2019;48 740
E051070 - Huseby barneskole - AC Møller tegnspråksenter;1;2019;7 207 420
E051070 - Huseby barneskole - AC Møller tegnspråksenter;2;2019;6 414 620
E051070 - Huseby barneskole - AC Møller tegnspråksenter;3;2019;1 122 140
E051070 - Huseby barneskole - AC Møller tegnspråksenter;4;2019;7 073 750
E051070 - Huseby barneskole - AC Møller tegnspråksenter;5;2019;6 362 900
E051070 - Huseby barneskole - AC Møller tegnspråksenter;6;2019;-4 181 560
E051070 - Huseby barneskole - AC Møller tegnspråksenter;7;2019;6 928 600
E051070 - Huseby barneskole - AC Møller tegnspråksenter;8;2019;7 772 860
E051070 - Huseby barneskole - AC Møller tegnspråksenter;9;2019;7 108 280
E051070 - Huseby barneskole - AC Møller tegnspråksenter;10;2019;8 120 050
E051070 - Huseby barneskole - AC Møller tegnspråksenter;11;2019;5 423 340
E051070 - Huseby barneskole - AC Møller tegnspråksenter;12;2019;7 133 780
E061010 - Breidablikk skole;1;2019;3 974 200
E061010 - Breidablikk skole;2;2019;3 099 120
E061010 - Breidablikk skole;3;2019;2 873 520
E061010 - Breidablikk skole;4;2019;2 288 650
E061010 - Breidablikk skole;5;2019;2 941 840
E061010 - Breidablikk skole;6;2019;96 370
E061010 - Breidablikk skole;7;2019;3 286 120
E061010 - Breidablikk skole;8;2019;2 931 780
E061010 - Breidablikk skole;9;2019;2 025 760
E061010 - Breidablikk skole;10;2019;2 695 090
E061010 - Breidablikk skole;11;2019;2 736 420
E061010 - Breidablikk skole;12;2019;1 688 760
E061030 - Hårstad skole;1;2019;3 228 810
E061030 - Hårstad skole;2;2019;2 535 270
E061030 - Hårstad skole;3;2019;2 326 140
E061030 - Hårstad skole;4;2019;1 915 240
E061030 - Hårstad skole;5;2019;2 428 300
E061030 - Hårstad skole;6;2019;-245 680
E061030 - Hårstad skole;7;2019;2 768 920
E061030 - Hårstad skole;8;2019;2 506 580
E061030 - Hårstad skole;9;2019;2 529 770
E061030 - Hårstad skole;10;2019;2 538 380
E061030 - Hårstad skole;11;2019;1 550 220
E061030 - Hårstad skole;12;2019;1 849 130
E061040 - Kattem skole;1;2019;3 453 580
E061040 - Kattem skole;2;2019;2 863 030
E061040 - Kattem skole;3;2019;3 994 590
E061040 - Kattem skole;4;2019;2 917 820
E061040 - Kattem skole;5;2019;3 480 410
E061040 - Kattem skole;6;2019;252 350
E061040 - Kattem skole;7;2019;3 812 320
E061040 - Kattem skole;8;2019;2 243 560
E061040 - Kattem skole;9;2019;3 804 830
E061040 - Kattem skole;10;2019;3 909 300
E061040 - Kattem skole;11;2019;3 530 570
E061040 - Kattem skole;12;2019;1 821 360
E061050 - Nypvang skole;1;2019;1 484 820
E061050 - Nypvang skole;2;2019;1 417 710
E061050 - Nypvang skole;3;2019;1 485 870
E061050 - Nypvang skole;4;2019;1 490 710
E061050 - Nypvang skole;5;2019;1 381 420
E061050 - Nypvang skole;6;2019;97 660
E061050 - Nypvang skole;7;2019;1 819 100
E061050 - Nypvang skole;8;2019;1 328 550
E061050 - Nypvang skole;9;2019;1 462 510
E061050 - Nypvang skole;10;2019;1 156 230
E061050 - Nypvang skole;11;2019;1 554 000
E061050 - Nypvang skole;12;2019;676 960
E061060 - Okstad skole;1;2019;799 550
E061060 - Okstad skole;2;2019;967 090
E061060 - Okstad skole;3;2019;830 780
E061060 - Okstad skole;4;2019;900 070
E061060 - Okstad skole;5;2019;562 830
E061060 - Okstad skole;6;2019;-173 140
E061060 - Okstad skole;7;2019;1 322 540
E061060 - Okstad skole;8;2019;1 118 010
E061060 - Okstad skole;9;2019;1 101 430
E061060 - Okstad skole;10;2019;1 149 040
E061060 - Okstad skole;11;2019;898 750
E061060 - Okstad skole;12;2019;893 570
E061070 - Rosten skole;1;2019;3 167 240
E061070 - Rosten skole;2;2019;2 525 700
E061070 - Rosten skole;3;2019;2 571 540
E061070 - Rosten skole;4;2019;1 904 390
E061070 - Rosten skole;5;2019;2 495 280
E061070 - Rosten skole;6;2019;-23 270
E061070 - Rosten skole;7;2019;2 941 190
E061070 - Rosten skole;8;2019;2 901 040
E061070 - Rosten skole;9;2019;2 920 170
E061070 - Rosten skole;10;2019;3 052 960
E061070 - Rosten skole;11;2019;2 449 920
E061070 - Rosten skole;12;2019;1 478 740
E061080 - Rye skole;1;2019;806 050
E061080 - Rye skole;2;2019;863 700
E061080 - Rye skole;3;2019;819 690
E061080 - Rye skole;4;2019;892 580
E061080 - Rye skole;5;2019;808 510
E061080 - Rye skole;6;2019;55 790
E061080 - Rye skole;7;2019;980 570
E061080 - Rye skole;8;2019;725 200
E061080 - Rye skole;9;2019;996 790
E061080 - Rye skole;10;2019;891 820
E061080 - Rye skole;11;2019;1 080 330
E061080 - Rye skole;12;2019;555 120
E061090 - Sjetne skole;1;2019;4 065 310
E061090 - Sjetne skole;2;2019;4 090 990
E061090 - Sjetne skole;3;2019;4 205 400
E061090 - Sjetne skole;4;2019;4 064 590
E061090 - Sjetne skole;5;2019;4 033 620
E061090 - Sjetne skole;6;2019;1 136 370
E061090 - Sjetne skole;7;2019;4 572 030
E061090 - Sjetne skole;8;2019;4 192 530
E061090 - Sjetne skole;9;2019;4 396 200
E061090 - Sjetne skole;10;2019;3 517 960
E061090 - Sjetne skole;11;2019;3 375 710
E061090 - Sjetne skole;12;2019;3 219 130
E061100 - Spongdal skole;1;2019;2 422 930
E061100 - Spongdal skole;2;2019;2 918 160
E061100 - Spongdal skole;3;2019;2 374 450
E061100 - Spongdal skole;4;2019;2 868 950
E061100 - Spongdal skole;5;2019;2 062 310
E061100 - Spongdal skole;6;2019;-125 610
E061100 - Spongdal skole;7;2019;2 546 830
E061100 - Spongdal skole;8;2019;2 358 640
E061100 - Spongdal skole;9;2019;2 437 230
E061100 - Spongdal skole;10;2019;2 230 210
E061100 - Spongdal skole;11;2019;2 715 860
E061100 - Spongdal skole;12;2019;1 399 650
E061110 - Stabbursmoen skole;1;2019;2 971 210
E061110 - Stabbursmoen skole;2;2019;3 017 330
E061110 - Stabbursmoen skole;3;2019;2 843 370
E061110 - Stabbursmoen skole;4;2019;2 998 730
E061110 - Stabbursmoen skole;5;2019;2 652 870
E061110 - Stabbursmoen skole;6;2019;-541 370
E061110 - Stabbursmoen skole;7;2019;3 380 000
E061110 - Stabbursmoen skole;8;2019;3 029 810
E061110 - Stabbursmoen skole;9;2019;2 963 500
E061110 - Stabbursmoen skole;10;2019;3 072 660
E061110 - Stabbursmoen skole;11;2019;2 698 250
E061110 - Stabbursmoen skole;12;2019;2 597 770
E061120 - Tonstad skole;1;2019;5 218 020
E061120 - Tonstad skole;2;2019;5 449 720
E061120 - Tonstad skole;3;2019;5 156 280
E061120 - Tonstad skole;4;2019;5 107 800
E061120 - Tonstad skole;5;2019;4 589 690
E061120 - Tonstad skole;6;2019;-38 940
E061120 - Tonstad skole;7;2019;5 584 660
E061120 - Tonstad skole;8;2019;4 808 060
E061120 - Tonstad skole;9;2019;5 493 080
E061120 - Tonstad skole;10;2019;5 293 810
E061120 - Tonstad skole;11;2019;5 336 910
E061120 - Tonstad skole;12;2019;4 344 870
E061130 - Åsheim barneskole;1;2019;2 466 690
E061130 - Åsheim barneskole;2;2019;2 796 720
E061130 - Åsheim barneskole;3;2019;2 772 700
E061130 - Åsheim barneskole;4;2019;2 969 550
E061130 - Åsheim barneskole;5;2019;2 605 050
E061130 - Åsheim barneskole;6;2019;-52 500
E061130 - Åsheim barneskole;7;2019;3 257 040
E061130 - Åsheim barneskole;8;2019;2 658 430
E061130 - Åsheim barneskole;9;2019;2 628 020
E061130 - Åsheim barneskole;10;2019;2 744 640
E061130 - Åsheim barneskole;11;2019;2 478 360
E061130 - Åsheim barneskole;12;2019;2 608 430
E061140 - Åsheim ungdomsskole;1;2019;2 586 320
E061140 - Åsheim ungdomsskole;2;2019;2 662 910
E061140 - Åsheim ungdomsskole;3;2019;2 644 110
E061140 - Åsheim ungdomsskole;4;2019;2 650 300
E061140 - Åsheim ungdomsskole;5;2019;2 537 240
E061140 - Åsheim ungdomsskole;6;2019;-9 480
E061140 - Åsheim ungdomsskole;7;2019;2 708 560
E061140 - Åsheim ungdomsskole;8;2019;2 816 160
E061140 - Åsheim ungdomsskole;9;2019;2 839 190
E061140 - Åsheim ungdomsskole;10;2019;2 714 900
E061140 - Åsheim ungdomsskole;11;2019;2 882 680
E061140 - Åsheim ungdomsskole;12;2019;2 635 850
E580000 - Trondheim kulturskole;1;2019;7 187 570
E580000 - Trondheim kulturskole;2;2019;-148 090
E580000 - Trondheim kulturskole;3;2019;7 331 940
E580000 - Trondheim kulturskole;4;2019;5 947 290
E580000 - Trondheim kulturskole;5;2019;2 166 750
E580000 - Trondheim kulturskole;6;2019;-14 170
E580000 - Trondheim kulturskole;7;2019;7 404 600
E580000 - Trondheim kulturskole;8;2019;7 593 960
E580000 - Trondheim kulturskole;9;2019;428 370
E580000 - Trondheim kulturskole;10;2019;8 141 950
E580000 - Trondheim kulturskole;11;2019;8 275 430
E580000 - Trondheim kulturskole;12;2019;1 184 920
E011010 - Bispehaugen skole;1;2018;2 296 900
E011010 - Bispehaugen skole;2;2018;2 401 690
E011010 - Bispehaugen skole;3;2018;2 415 260
E011010 - Bispehaugen skole;4;2018;2 204 990
E011010 - Bispehaugen skole;5;2018;2 034 610
E011010 - Bispehaugen skole;6;2018;-268 170
E011010 - Bispehaugen skole;7;2018;2 556 680
E011010 - Bispehaugen skole;8;2018;2 150 860
E011010 - Bispehaugen skole;9;2018;2 545 940
E011010 - Bispehaugen skole;10;2018;2 350 420
E011010 - Bispehaugen skole;11;2018;2 414 370
E011010 - Bispehaugen skole;12;2018;2 213 970
E011040 - Lade skole;1;2018;3 204 390
E011040 - Lade skole;2;2018;3 460 870
E011040 - Lade skole;3;2018;3 258 450
E011040 - Lade skole;4;2018;2 697 420
E011040 - Lade skole;5;2018;3 097 760
E011040 - Lade skole;6;2018;-282 190
E011040 - Lade skole;7;2018;3 761 720
E011040 - Lade skole;8;2018;3 204 360
E011040 - Lade skole;9;2018;4 299 680
E011040 - Lade skole;10;2018;3 684 330
E011040 - Lade skole;11;2018;4 389 310
E011040 - Lade skole;12;2018;3 519 930
E011050 - Lilleby skole;1;2018;1 540 130
E011050 - Lilleby skole;2;2018;1 694 680
E011050 - Lilleby skole;3;2018;1 572 060
E011050 - Lilleby skole;4;2018;-112 080
E011050 - Lilleby skole;5;2018;1 443 130
E011050 - Lilleby skole;6;2018;168 560
E011050 - Lilleby skole;7;2018;1 695 140
E011050 - Lilleby skole;8;2018;1 720 620
E011050 - Lilleby skole;9;2018;1 788 760
E011050 - Lilleby skole;10;2018;1 892 960
E011050 - Lilleby skole;11;2018;2 019 530
E011050 - Lilleby skole;12;2018;1 525 930
E011060 - Rosenborg skole;1;2018;4 194 570
E011060 - Rosenborg skole;2;2018;3 524 180
E011060 - Rosenborg skole;3;2018;4 466 040
E011060 - Rosenborg skole;4;2018;3 917 970
E011060 - Rosenborg skole;5;2018;4 075 010
E011060 - Rosenborg skole;6;2018;-824 340
E011060 - Rosenborg skole;7;2018;4 348 790
E011060 - Rosenborg skole;8;2018;3 124 330
E011060 - Rosenborg skole;9;2018;4 318 700
E011060 - Rosenborg skole;10;2018;3 843 800
E011060 - Rosenborg skole;11;2018;4 220 250
E011060 - Rosenborg skole;12;2018;2 935 760
E011070 - Singsaker skole;1;2018;2 637 180
E011070 - Singsaker skole;2;2018;2 498 520
E011070 - Singsaker skole;3;2018;2 836 860
E011070 - Singsaker skole;4;2018;2 525 170
E011070 - Singsaker skole;5;2018;2 633 320
E011070 - Singsaker skole;6;2018;-52 080
E011070 - Singsaker skole;7;2018;3 325 980
E011070 - Singsaker skole;8;2018;2 665 090
E011070 - Singsaker skole;9;2018;3 086 300
E011070 - Singsaker skole;10;2018;3 137 990
E011070 - Singsaker skole;11;2018;3 270 530
E011070 - Singsaker skole;12;2018;1 074 350
E011090 - Strindheim skole;1;2018;4 256 420
E011090 - Strindheim skole;2;2018;4 826 280
E011090 - Strindheim skole;3;2018;4 802 740
E011090 - Strindheim skole;4;2018;4 210 540
E011090 - Strindheim skole;5;2018;4 460 340
E011090 - Strindheim skole;6;2018;-587 070
E011090 - Strindheim skole;7;2018;5 410 340
E011090 - Strindheim skole;8;2018;5 183 060
E011090 - Strindheim skole;9;2018;4 686 140
E011090 - Strindheim skole;10;2018;4 713 740
E011090 - Strindheim skole;11;2018;4 893 820
E011090 - Strindheim skole;12;2018;22 710
E011840 - Skolen St. Olavs Hospital;1;2018;572 050
E011840 - Skolen St. Olavs Hospital;2;2018;524 420
E011840 - Skolen St. Olavs Hospital;3;2018;543 230
E011840 - Skolen St. Olavs Hospital;4;2018;581 250
E011840 - Skolen St. Olavs Hospital;5;2018;682 200
E011840 - Skolen St. Olavs Hospital;6;2018;-5 970
E011840 - Skolen St. Olavs Hospital;7;2018;609 750
E011840 - Skolen St. Olavs Hospital;8;2018;-4 129 100
E011840 - Skolen St. Olavs Hospital;9;2018;588 910
E011840 - Skolen St. Olavs Hospital;10;2018;615 140
E011840 - Skolen St. Olavs Hospital;11;2018;-2 232 920
E011840 - Skolen St. Olavs Hospital;12;2018;3 142 660
E021010 - Berg skole;1;2018;1 916 970
E021010 - Berg skole;2;2018;1 818 670
E021010 - Berg skole;3;2018;1 977 240
E021010 - Berg skole;4;2018;1 240 960
E021010 - Berg skole;5;2018;1 594 120
E021010 - Berg skole;6;2018;-110 090
E021010 - Berg skole;7;2018;1 938 590
E021010 - Berg skole;8;2018;2 025 450
E021010 - Berg skole;9;2018;2 068 270
E021010 - Berg skole;10;2018;2 077 450
E021010 - Berg skole;11;2018;2 223 370
E021010 - Berg skole;12;2018;1 471 060
E021020 - Blussuvoll skole;1;2018;3 128 500
E021020 - Blussuvoll skole;2;2018;3 085 700
E021020 - Blussuvoll skole;3;2018;3 082 390
E021020 - Blussuvoll skole;4;2018;2 903 880
E021020 - Blussuvoll skole;5;2018;3 197 280
E021020 - Blussuvoll skole;6;2018;-154 600
E021020 - Blussuvoll skole;7;2018;3 469 050
E021020 - Blussuvoll skole;8;2018;3 002 900
E021020 - Blussuvoll skole;9;2018;3 321 940
E021020 - Blussuvoll skole;10;2018;3 186 190
E021020 - Blussuvoll skole;11;2018;3 121 730
E021020 - Blussuvoll skole;12;2018;2 863 110
E021030 - Brundalen skole;1;2018;2 840 780
E021030 - Brundalen skole;2;2018;2 967 820
E021030 - Brundalen skole;3;2018;2 798 700
E021030 - Brundalen skole;4;2018;2 032 890
E021030 - Brundalen skole;5;2018;2 718 840
E021030 - Brundalen skole;6;2018;-1 019 150
E021030 - Brundalen skole;7;2018;3 290 430
E021030 - Brundalen skole;8;2018;2 840 070
E021030 - Brundalen skole;9;2018;2 976 960
E021030 - Brundalen skole;10;2018;2 998 870
E021030 - Brundalen skole;11;2018;2 941 190
E021030 - Brundalen skole;12;2018;2 395 900
E021040 - Charlottenlund barneskole;1;2018;3 978 470
E021040 - Charlottenlund barneskole;2;2018;4 161 710
E021040 - Charlottenlund barneskole;3;2018;4 179 840
E021040 - Charlottenlund barneskole;4;2018;3 222 420
E021040 - Charlottenlund barneskole;5;2018;3 612 910
E021040 - Charlottenlund barneskole;6;2018;-514 500
E021040 - Charlottenlund barneskole;7;2018;4 905 430
E021040 - Charlottenlund barneskole;8;2018;4 088 490
E021040 - Charlottenlund barneskole;9;2018;4 349 230
E021040 - Charlottenlund barneskole;10;2018;4 276 970
E021040 - Charlottenlund barneskole;11;2018;4 287 360
E021040 - Charlottenlund barneskole;12;2018;3 473 980
E021050 - Charlottenlund ungdomsskole;1;2018;3 859 560
E021050 - Charlottenlund ungdomsskole;2;2018;4 034 980
E021050 - Charlottenlund ungdomsskole;3;2018;3 914 470
E021050 - Charlottenlund ungdomsskole;4;2018;3 631 030
E021050 - Charlottenlund ungdomsskole;5;2018;4 159 300
E021050 - Charlottenlund ungdomsskole;6;2018;-1 785 020
E021050 - Charlottenlund ungdomsskole;7;2018;3 587 980
E021050 - Charlottenlund ungdomsskole;8;2018;4 109 770
E021050 - Charlottenlund ungdomsskole;9;2018;3 736 970
E021050 - Charlottenlund ungdomsskole;10;2018;4 294 030
E021050 - Charlottenlund ungdomsskole;11;2018;3 656 840
E021050 - Charlottenlund ungdomsskole;12;2018;1 173 810
E021060 - Eberg skole;1;2018;2 240 240
E021060 - Eberg skole;2;2018;2 263 910
E021060 - Eberg skole;3;2018;2 367 060
E021060 - Eberg skole;4;2018;2 325 400
E021060 - Eberg skole;5;2018;2 005 260
E021060 - Eberg skole;6;2018;-454 600
E021060 - Eberg skole;7;2018;2 949 530
E021060 - Eberg skole;8;2018;2 489 510
E021060 - Eberg skole;9;2018;2 702 310
E021060 - Eberg skole;10;2018;2 530 190
E021060 - Eberg skole;11;2018;2 672 910
E021060 - Eberg skole;12;2018;1 187 380
E021070 - Ranheim skole;1;2018;3 970 020
