Enhet;Måned;År;Regnskap
E061060 - Okstad skole;10;2021;1 533 400
E061060 - Okstad skole;11;2021;1 633 990
E061060 - Okstad skole;12;2021;1 377 220
E061070 - Rosten skole;1;2021;3 513 310
E061070 - Rosten skole;2;2021;2 973 330
E061070 - Rosten skole;3;2021;2 826 230
E061070 - Rosten skole;4;2021;3 023 680
E061070 - Rosten skole;5;2021;2 655 080
E061070 - Rosten skole;6;2021;-408 190
E061070 - Rosten skole;7;2021;2 793 910
E061070 - Rosten skole;8;2021;3 001 920
E061070 - Rosten skole;9;2021;3 121 890
E061070 - Rosten skole;10;2021;3 117 510
E061070 - Rosten skole;11;2021;2 993 700
E061070 - Rosten skole;12;2021;2 366 730
E061080 - Rye skole;1;2021;892 010
E061080 - Rye skole;2;2021;905 990
E061080 - Rye skole;3;2021;996 210
E061080 - Rye skole;4;2021;1 071 240
E061080 - Rye skole;5;2021;907 550
E061080 - Rye skole;6;2021;-148 280
E061080 - Rye skole;7;2021;1 057 200
E061080 - Rye skole;8;2021;954 830
E061080 - Rye skole;9;2021;963 760
E061080 - Rye skole;10;2021;967 870
E061080 - Rye skole;11;2021;1 016 740
E061080 - Rye skole;12;2021;740 060
E061090 - Sjetne skole;1;2021;3 193 030
E061090 - Sjetne skole;2;2021;3 577 440
E061090 - Sjetne skole;3;2021;3 264 070
E061090 - Sjetne skole;4;2021;3 368 650
E061090 - Sjetne skole;5;2021;3 274 240
E061090 - Sjetne skole;6;2021;-549 600
E061090 - Sjetne skole;7;2021;3 566 940
E061090 - Sjetne skole;8;2021;3 498 000
E061090 - Sjetne skole;9;2021;3 341 430
E061090 - Sjetne skole;10;2021;3 654 680
E061090 - Sjetne skole;11;2021;2 828 990
E061090 - Sjetne skole;12;2021;1 927 690
E061100 - Spongdal skole;1;2021;2 306 570
E061100 - Spongdal skole;2;2021;2 596 880
E061100 - Spongdal skole;3;2021;2 456 200
E061100 - Spongdal skole;4;2021;2 483 530
E061100 - Spongdal skole;5;2021;2 479 260
E061100 - Spongdal skole;6;2021;-637 050
E061100 - Spongdal skole;7;2021;2 130 480
E061100 - Spongdal skole;8;2021;2 442 960
E061100 - Spongdal skole;9;2021;2 129 260
E061100 - Spongdal skole;10;2021;2 743 470
E061100 - Spongdal skole;11;2021;2 698 380
E061100 - Spongdal skole;12;2021;367 590
E061110 - Stabbursmoen skole;1;2021;2 862 290
E061110 - Stabbursmoen skole;2;2021;3 329 040
E061110 - Stabbursmoen skole;3;2021;3 179 420
E061110 - Stabbursmoen skole;4;2021;3 286 660
E061110 - Stabbursmoen skole;5;2021;3 487 390
E061110 - Stabbursmoen skole;6;2021;-843 350
E061110 - Stabbursmoen skole;7;2021;2 726 400
E061110 - Stabbursmoen skole;8;2021;2 367 640
E061110 - Stabbursmoen skole;9;2021;2 493 470
E061110 - Stabbursmoen skole;10;2021;2 382 410
E061110 - Stabbursmoen skole;11;2021;2 292 960
E061110 - Stabbursmoen skole;12;2021;1 962 360
E061120 - Tonstad skole;1;2021;4 081 210
E061120 - Tonstad skole;2;2021;4 783 320
E061120 - Tonstad skole;3;2021;4 823 430
E061120 - Tonstad skole;4;2021;5 012 440
E061120 - Tonstad skole;5;2021;4 804 830
E061120 - Tonstad skole;6;2021;-618 030
E061120 - Tonstad skole;7;2021;5 254 720
E061120 - Tonstad skole;8;2021;5 527 210
E061120 - Tonstad skole;9;2021;4 874 010
E061120 - Tonstad skole;10;2021;5 216 050
E061120 - Tonstad skole;11;2021;4 718 160
E061120 - Tonstad skole;12;2021;3 664 900
E061130 - Åsheim barneskole;1;2021;2 263 100
E061130 - Åsheim barneskole;2;2021;2 600 300
E061130 - Åsheim barneskole;3;2021;2 356 890
E061130 - Åsheim barneskole;4;2021;2 674 350
E061130 - Åsheim barneskole;5;2021;2 276 050
E061130 - Åsheim barneskole;6;2021;-412 810
E061130 - Åsheim barneskole;7;2021;2 380 810
E061130 - Åsheim barneskole;8;2021;2 550 720
E061130 - Åsheim barneskole;9;2021;2 272 730
E061130 - Åsheim barneskole;10;2021;2 369 060
E061130 - Åsheim barneskole;11;2021;2 474 510
E061130 - Åsheim barneskole;12;2021;2 968 600
E061140 - Åsheim ungdomsskole;1;2021;2 722 290
E061140 - Åsheim ungdomsskole;2;2021;2 896 930
E061140 - Åsheim ungdomsskole;3;2021;2 853 050
E061140 - Åsheim ungdomsskole;4;2021;2 859 130
E061140 - Åsheim ungdomsskole;5;2021;2 810 230
E061140 - Åsheim ungdomsskole;6;2021;-591 380
E061140 - Åsheim ungdomsskole;7;2021;2 526 730
E061140 - Åsheim ungdomsskole;8;2021;2 885 950
E061140 - Åsheim ungdomsskole;9;2021;3 242 920
E061140 - Åsheim ungdomsskole;10;2021;3 373 990
E061140 - Åsheim ungdomsskole;11;2021;2 700 400
E061140 - Åsheim ungdomsskole;12;2021;3 669 970
E061150 - Klæbu ungdomsskole;1;2021;2 183 440
E061150 - Klæbu ungdomsskole;2;2021;2 348 300
E061150 - Klæbu ungdomsskole;3;2021;2 296 310
E061150 - Klæbu ungdomsskole;4;2021;2 369 110
E061150 - Klæbu ungdomsskole;5;2021;2 036 740
E061150 - Klæbu ungdomsskole;6;2021;-2 360
E061150 - Klæbu ungdomsskole;7;2021;1 066 620
E061150 - Klæbu ungdomsskole;8;2021;2 257 820
E061150 - Klæbu ungdomsskole;9;2021;2 140 750
E061150 - Klæbu ungdomsskole;10;2021;2 486 830
E061150 - Klæbu ungdomsskole;11;2021;2 495 630
E061150 - Klæbu ungdomsskole;12;2021;2 169 650
E061160 - Sørborgen skole;1;2021;2 758 910
E061160 - Sørborgen skole;2;2021;2 774 050
E061160 - Sørborgen skole;3;2021;2 869 250
E061160 - Sørborgen skole;4;2021;3 179 730
E061160 - Sørborgen skole;5;2021;2 688 610
E061160 - Sørborgen skole;6;2021;-279 650
E061160 - Sørborgen skole;7;2021;2 308 980
E061160 - Sørborgen skole;8;2021;3 022 570
E061160 - Sørborgen skole;9;2021;2 936 400
E061160 - Sørborgen skole;10;2021;2 817 100
E061160 - Sørborgen skole;11;2021;2 600 650
E061160 - Sørborgen skole;12;2021;1 168 660
E061170 - Tanem skole;1;2021;1 504 990
E061170 - Tanem skole;2;2021;1 555 970
E061170 - Tanem skole;3;2021;1 605 240
E061170 - Tanem skole;4;2021;1 603 210
E061170 - Tanem skole;5;2021;1 489 170
E061170 - Tanem skole;6;2021;-334 360
E061170 - Tanem skole;7;2021;1 498 870
E061170 - Tanem skole;8;2021;1 507 150
E061170 - Tanem skole;9;2021;1 520 170
E061170 - Tanem skole;10;2021;1 678 450
E061170 - Tanem skole;11;2021;1 461 500
E061170 - Tanem skole;12;2021;1 203 930
E580000 - Trondheim kulturskole;1;2021;8 775 780
E580000 - Trondheim kulturskole;2;2021;8 953 520
E580000 - Trondheim kulturskole;3;2021;-387 170
E580000 - Trondheim kulturskole;4;2021;8 876 280
E580000 - Trondheim kulturskole;5;2021;9 913 400
E580000 - Trondheim kulturskole;6;2021;-879 540
E580000 - Trondheim kulturskole;7;2021;8 881 510
E580000 - Trondheim kulturskole;8;2021;8 057 090
E580000 - Trondheim kulturskole;9;2021;9 248 670
E580000 - Trondheim kulturskole;10;2021;1 902 240
E580000 - Trondheim kulturskole;11;2021;10 345 060
E580000 - Trondheim kulturskole;12;2021;-7 807 240
E011010 - Bispehaugen skole;1;2020;2 342 890
E011010 - Bispehaugen skole;2;2020;2 330 140
E011010 - Bispehaugen skole;3;2020;2 270 310
E011010 - Bispehaugen skole;4;2020;2 789 480
E011010 - Bispehaugen skole;5;2020;1 966 080
E011010 - Bispehaugen skole;6;2020;-1 176 570
E011010 - Bispehaugen skole;7;2020;2 550 220
E011010 - Bispehaugen skole;8;2020;2 360 300
E011010 - Bispehaugen skole;9;2020;2 068 150
E011010 - Bispehaugen skole;10;2020;2 266 340
E011010 - Bispehaugen skole;11;2020;2 900 780
E011010 - Bispehaugen skole;12;2020;1 920 530
E011040 - Lade skole;1;2020;4 866 240
E011040 - Lade skole;2;2020;4 336 460
E011040 - Lade skole;3;2020;4 194 710
E011040 - Lade skole;4;2020;4 888 730
E011040 - Lade skole;5;2020;3 099 670
E011040 - Lade skole;6;2020;-1 714 440
E011040 - Lade skole;7;2020;4 457 710
E011040 - Lade skole;8;2020;4 069 820
E011040 - Lade skole;9;2020;3 428 320
E011040 - Lade skole;10;2020;3 702 900
E011040 - Lade skole;11;2020;3 847 020
E011040 - Lade skole;12;2020;2 540 000
E011050 - Lilleby skole;1;2020;1 739 530
E011050 - Lilleby skole;2;2020;1 971 900
E011050 - Lilleby skole;3;2020;1 791 430
E011050 - Lilleby skole;4;2020;1 956 770
E011050 - Lilleby skole;5;2020;24 620
E011050 - Lilleby skole;6;2020;-575 120
E011050 - Lilleby skole;7;2020;1 763 070
E011050 - Lilleby skole;8;2020;2 094 510
E011050 - Lilleby skole;9;2020;1 529 890
E011050 - Lilleby skole;10;2020;1 821 920
E011050 - Lilleby skole;11;2020;2 283 740
E011050 - Lilleby skole;12;2020;2 609 140
E011060 - Rosenborg skole;1;2020;5 658 590
E011060 - Rosenborg skole;2;2020;4 753 460
E011060 - Rosenborg skole;3;2020;4 791 990
E011060 - Rosenborg skole;4;2020;4 629 540
E011060 - Rosenborg skole;5;2020;3 821 400
E011060 - Rosenborg skole;6;2020;-157 200
E011060 - Rosenborg skole;7;2020;4 537 380
E011060 - Rosenborg skole;8;2020;3 886 140
E011060 - Rosenborg skole;9;2020;3 107 640
E011060 - Rosenborg skole;10;2020;3 818 350
E011060 - Rosenborg skole;11;2020;4 357 300
E011060 - Rosenborg skole;12;2020;3 759 860
E011070 - Singsaker skole;1;2020;2 815 330
E011070 - Singsaker skole;2;2020;2 185 590
E011070 - Singsaker skole;3;2020;2 537 810
E011070 - Singsaker skole;4;2020;3 057 930
E011070 - Singsaker skole;5;2020;2 490 960
E011070 - Singsaker skole;6;2020;-1 525 910
E011070 - Singsaker skole;7;2020;3 200 270
E011070 - Singsaker skole;8;2020;2 569 920
E011070 - Singsaker skole;9;2020;2 530 420
E011070 - Singsaker skole;10;2020;2 492 990
E011070 - Singsaker skole;11;2020;2 066 140
E011070 - Singsaker skole;12;2020;2 865 920
E011090 - Strindheim skole;1;2020;7 330 010
E011090 - Strindheim skole;2;2020;4 717 260
E011090 - Strindheim skole;3;2020;3 631 030
E011090 - Strindheim skole;4;2020;5 337 980
E011090 - Strindheim skole;5;2020;3 946 840
E011090 - Strindheim skole;6;2020;-1 910 710
E011090 - Strindheim skole;7;2020;5 270 950
E011090 - Strindheim skole;8;2020;5 050 880
E011090 - Strindheim skole;9;2020;4 235 790
E011090 - Strindheim skole;10;2020;4 661 590
E011090 - Strindheim skole;11;2020;4 197 820
E011090 - Strindheim skole;12;2020;4 186 600
E011840 - Skolen St. Olavs Hospital;1;2020;615 330
E011840 - Skolen St. Olavs Hospital;2;2020;662 270
E011840 - Skolen St. Olavs Hospital;3;2020;618 550
E011840 - Skolen St. Olavs Hospital;4;2020;631 770
E011840 - Skolen St. Olavs Hospital;5;2020;606 680
E011840 - Skolen St. Olavs Hospital;6;2020;-3 012 660
E011840 - Skolen St. Olavs Hospital;7;2020;591 340
E011840 - Skolen St. Olavs Hospital;8;2020;558 520
E011840 - Skolen St. Olavs Hospital;9;2020;629 070
E011840 - Skolen St. Olavs Hospital;10;2020;-8 160
E011840 - Skolen St. Olavs Hospital;11;2020;-3 262 030
E011840 - Skolen St. Olavs Hospital;12;2020;1 379 050
E021010 - Berg skole;1;2020;1 855 080
E021010 - Berg skole;2;2020;1 969 170
E021010 - Berg skole;3;2020;1 864 930
E021010 - Berg skole;4;2020;2 216 540
E021010 - Berg skole;5;2020;1 459 620
E021010 - Berg skole;6;2020;-899 380
E021010 - Berg skole;7;2020;2 202 510
E021010 - Berg skole;8;2020;1 985 830
E021010 - Berg skole;9;2020;1 637 270
E021010 - Berg skole;10;2020;1 939 970
E021010 - Berg skole;11;2020;2 032 690
E021010 - Berg skole;12;2020;2 007 490
E021020 - Blussuvoll skole;1;2020;3 851 670
E021020 - Blussuvoll skole;2;2020;3 563 150
E021020 - Blussuvoll skole;3;2020;3 340 240
E021020 - Blussuvoll skole;4;2020;3 698 450
E021020 - Blussuvoll skole;5;2020;3 423 590
E021020 - Blussuvoll skole;6;2020;-179 360
E021020 - Blussuvoll skole;7;2020;3 482 960
E021020 - Blussuvoll skole;8;2020;3 632 540
E021020 - Blussuvoll skole;9;2020;3 028 350
E021020 - Blussuvoll skole;10;2020;3 339 190
E021020 - Blussuvoll skole;11;2020;3 373 160
E021020 - Blussuvoll skole;12;2020;3 538 790
E021030 - Brundalen skole;1;2020;3 277 730
E021030 - Brundalen skole;2;2020;3 052 460
E021030 - Brundalen skole;3;2020;3 007 330
E021030 - Brundalen skole;4;2020;3 251 320
E021030 - Brundalen skole;5;2020;2 576 010
E021030 - Brundalen skole;6;2020;-2 218 360
E021030 - Brundalen skole;7;2020;3 348 530
E021030 - Brundalen skole;8;2020;3 133 050
E021030 - Brundalen skole;9;2020;2 771 320
E021030 - Brundalen skole;10;2020;2 583 220
E021030 - Brundalen skole;11;2020;3 778 230
E021030 - Brundalen skole;12;2020;3 023 970
E021040 - Charlottenlund barneskole;1;2020;4 169 080
E021040 - Charlottenlund barneskole;2;2020;4 132 000
E021040 - Charlottenlund barneskole;3;2020;3 903 630
E021040 - Charlottenlund barneskole;4;2020;4 858 890
E021040 - Charlottenlund barneskole;5;2020;3 657 990
E021040 - Charlottenlund barneskole;6;2020;-1 938 050
E021040 - Charlottenlund barneskole;7;2020;4 559 520
E021040 - Charlottenlund barneskole;8;2020;3 981 870
E021040 - Charlottenlund barneskole;9;2020;3 473 990
E021040 - Charlottenlund barneskole;10;2020;3 898 360
E021040 - Charlottenlund barneskole;11;2020;3 946 490
E021040 - Charlottenlund barneskole;12;2020;3 683 720
E021050 - Charlottenlund ungdomsskole;1;2020;3 855 340
E021050 - Charlottenlund ungdomsskole;2;2020;4 099 620
E021050 - Charlottenlund ungdomsskole;3;2020;3 753 820
E021050 - Charlottenlund ungdomsskole;4;2020;3 861 320
E021050 - Charlottenlund ungdomsskole;5;2020;3 283 360
E021050 - Charlottenlund ungdomsskole;6;2020;-1 822 670
E021050 - Charlottenlund ungdomsskole;7;2020;3 774 550
E021050 - Charlottenlund ungdomsskole;8;2020;4 032 700
E021050 - Charlottenlund ungdomsskole;9;2020;3 233 100
E021050 - Charlottenlund ungdomsskole;10;2020;3 638 040
E021050 - Charlottenlund ungdomsskole;11;2020;4 817 240
E021050 - Charlottenlund ungdomsskole;12;2020;4 079 000
E021060 - Eberg skole;1;2020;3 194 920
E021060 - Eberg skole;2;2020;2 494 130
E021060 - Eberg skole;3;2020;2 369 470
E021060 - Eberg skole;4;2020;2 932 360
E021060 - Eberg skole;5;2020;2 117 280
E021060 - Eberg skole;6;2020;-1 422 170
E021060 - Eberg skole;7;2020;3 079 440
E021060 - Eberg skole;8;2020;2 549 980
E021060 - Eberg skole;9;2020;2 303 670
E021060 - Eberg skole;10;2020;2 176 670
E021060 - Eberg skole;11;2020;2 258 330
E021060 - Eberg skole;12;2020;2 706 200
E021070 - Ranheim skole;1;2020;3 931 080
E021070 - Ranheim skole;2;2020;4 296 830
E021070 - Ranheim skole;3;2020;3 831 280
E021070 - Ranheim skole;4;2020;4 873 080
E021070 - Ranheim skole;5;2020;3 309 810
E021070 - Ranheim skole;6;2020;-1 516 980
E021070 - Ranheim skole;7;2020;4 202 930
E021070 - Ranheim skole;8;2020;3 950 140
E021070 - Ranheim skole;9;2020;3 000 190
E021070 - Ranheim skole;10;2020;3 457 130
E021070 - Ranheim skole;11;2020;3 445 610
E021070 - Ranheim skole;12;2020;1 725 100
E021080 - Solbakken skole;1;2020;944 550
E021080 - Solbakken skole;2;2020;946 320
E021080 - Solbakken skole;3;2020;984 920
E021080 - Solbakken skole;4;2020;1 194 470
E021080 - Solbakken skole;5;2020;1 051 090
E021080 - Solbakken skole;6;2020;-216 340
E021080 - Solbakken skole;7;2020;1 055 140
E021080 - Solbakken skole;8;2020;945 120
E021080 - Solbakken skole;9;2020;1 138 180
E021080 - Solbakken skole;10;2020;967 660
E021080 - Solbakken skole;11;2020;1 033 220
E021080 - Solbakken skole;12;2020;700 050
E021090 - Vikåsen skole;1;2020;2 320 020
E021090 - Vikåsen skole;2;2020;2 437 760
E021090 - Vikåsen skole;3;2020;2 254 230
E021090 - Vikåsen skole;4;2020;2 803 480
E021090 - Vikåsen skole;5;2020;1 791 400
E021090 - Vikåsen skole;6;2020;-1 121 380
E021090 - Vikåsen skole;7;2020;2 692 060
E021090 - Vikåsen skole;8;2020;2 213 710
E021090 - Vikåsen skole;9;2020;1 972 840
E021090 - Vikåsen skole;10;2020;2 582 790
E021090 - Vikåsen skole;11;2020;2 335 460
E021090 - Vikåsen skole;12;2020;2 450 510
E021100 - Åsvang skole;1;2020;3 387 790
E021100 - Åsvang skole;2;2020;3 151 110
E021100 - Åsvang skole;3;2020;3 051 450
E021100 - Åsvang skole;4;2020;3 633 410
E021100 - Åsvang skole;5;2020;3 185 140
E021100 - Åsvang skole;6;2020;-2 106 720
E021100 - Åsvang skole;7;2020;3 687 710
E021100 - Åsvang skole;8;2020;3 118 090
E021100 - Åsvang skole;9;2020;3 056 370
E021100 - Åsvang skole;10;2020;3 296 880
E021100 - Åsvang skole;11;2020;3 383 390
E021100 - Åsvang skole;12;2020;3 654 660
E021110 - Markaplassen skole;1;2020;3 977 490
E021110 - Markaplassen skole;2;2020;3 177 880
E021110 - Markaplassen skole;3;2020;3 479 610
E021110 - Markaplassen skole;4;2020;3 678 510
E021110 - Markaplassen skole;5;2020;3 056 940
E021110 - Markaplassen skole;6;2020;-967 510
E021110 - Markaplassen skole;7;2020;3 377 580
E021110 - Markaplassen skole;8;2020;3 390 530
E021110 - Markaplassen skole;9;2020;2 844 460
E021110 - Markaplassen skole;10;2020;3 228 780
E021110 - Markaplassen skole;11;2020;3 403 730
E021110 - Markaplassen skole;12;2020;2 208 560
E021120 - Jakobsli skole;1;2020;1 474 290
E021120 - Jakobsli skole;2;2020;1 522 960
E021120 - Jakobsli skole;3;2020;1 264 100
E021120 - Jakobsli skole;4;2020;1 929 110
E021120 - Jakobsli skole;5;2020;1 341 800
E021120 - Jakobsli skole;6;2020;-1 087 730
E021120 - Jakobsli skole;7;2020;1 453 510
E021120 - Jakobsli skole;8;2020;1 748 480
E021120 - Jakobsli skole;9;2020;1 652 190
E021120 - Jakobsli skole;10;2020;1 650 820
E021120 - Jakobsli skole;11;2020;1 320 170
E021120 - Jakobsli skole;12;2020;1 635 010
E031010 - Bratsberg skole;1;2020;904 170
E031010 - Bratsberg skole;2;2020;828 850
E031010 - Bratsberg skole;3;2020;810 450
E031010 - Bratsberg skole;4;2020;951 730
E031010 - Bratsberg skole;5;2020;176 130
E031010 - Bratsberg skole;6;2020;-227 480
E031010 - Bratsberg skole;7;2020;934 850
E031010 - Bratsberg skole;8;2020;947 160
E031010 - Bratsberg skole;9;2020;835 180
E031010 - Bratsberg skole;10;2020;1 040 420
E031010 - Bratsberg skole;11;2020;819 480
E031010 - Bratsberg skole;12;2020;685 530
E031020 - Hoeggen skole;1;2020;4 154 110
E031020 - Hoeggen skole;2;2020;3 178 510
E031020 - Hoeggen skole;3;2020;3 265 310
E031020 - Hoeggen skole;4;2020;3 209 580
E031020 - Hoeggen skole;5;2020;2 023 470
E031020 - Hoeggen skole;6;2020;-965 720
E031020 - Hoeggen skole;7;2020;2 233 720
E031020 - Hoeggen skole;8;2020;3 244 790
E031020 - Hoeggen skole;9;2020;1 873 930
E031020 - Hoeggen skole;10;2020;3 559 100
E031020 - Hoeggen skole;11;2020;4 206 840
E031020 - Hoeggen skole;12;2020;1 358 080
E031030 - Nardo skole;1;2020;2 359 430
E031030 - Nardo skole;2;2020;2 652 530
E031030 - Nardo skole;3;2020;2 483 850
E031030 - Nardo skole;4;2020;2 967 560
E031030 - Nardo skole;5;2020;2 262 310
E031030 - Nardo skole;6;2020;-1 229 320
E031030 - Nardo skole;7;2020;2 953 310
E031030 - Nardo skole;8;2020;2 795 800
E031030 - Nardo skole;9;2020;2 034 460
E031030 - Nardo skole;10;2020;2 672 010
E031030 - Nardo skole;11;2020;2 489 760
E031030 - Nardo skole;12;2020;2 758 490
E031040 - Nidarvoll skole;1;2020;3 765 050
E031040 - Nidarvoll skole;2;2020;2 932 260
E031040 - Nidarvoll skole;3;2020;3 066 510
E031040 - Nidarvoll skole;4;2020;3 461 020
E031040 - Nidarvoll skole;5;2020;438 980
E031040 - Nidarvoll skole;6;2020;-1 539 550
E031040 - Nidarvoll skole;7;2020;3 215 360
E031040 - Nidarvoll skole;8;2020;2 912 280
E031040 - Nidarvoll skole;9;2020;2 517 800
E031040 - Nidarvoll skole;10;2020;3 159 400
E031040 - Nidarvoll skole;11;2020;3 048 480
E031040 - Nidarvoll skole;12;2020;2 076 400
E031050 - Steindal skole;1;2020;2 551 740
E031050 - Steindal skole;2;2020;2 640 880
E031050 - Steindal skole;3;2020;2 555 240
E031050 - Steindal skole;4;2020;2 811 320
E031050 - Steindal skole;5;2020;2 297 470
E031050 - Steindal skole;6;2020;-1 173 250
E031050 - Steindal skole;7;2020;2 737 480
E031050 - Steindal skole;8;2020;2 385 060
E031050 - Steindal skole;9;2020;2 190 040
E031050 - Steindal skole;10;2020;2 626 770
E031050 - Steindal skole;11;2020;2 207 610
E031050 - Steindal skole;12;2020;2 919 170
E031060 - Sunnland skole;1;2020;2 798 460
E031060 - Sunnland skole;2;2020;2 825 480
E031060 - Sunnland skole;3;2020;2 821 680
E031060 - Sunnland skole;4;2020;2 837 300
E031060 - Sunnland skole;5;2020;1 288 440
E031060 - Sunnland skole;6;2020;-266 630
E031060 - Sunnland skole;7;2020;2 817 690
E031060 - Sunnland skole;8;2020;2 389 700
E031060 - Sunnland skole;9;2020;2 330 790
E031060 - Sunnland skole;10;2020;2 199 680
E031060 - Sunnland skole;11;2020;2 499 230
E031060 - Sunnland skole;12;2020;1 854 800
E031070 - Utleira skole;1;2020;3 529 260
E031070 - Utleira skole;2;2020;3 158 420
E031070 - Utleira skole;3;2020;3 117 480
E031070 - Utleira skole;4;2020;3 602 130
E031070 - Utleira skole;5;2020;2 998 710
E031070 - Utleira skole;6;2020;-1 459 160
E031070 - Utleira skole;7;2020;3 082 040
E031070 - Utleira skole;8;2020;3 214 040
E031070 - Utleira skole;9;2020;3 088 080
E031070 - Utleira skole;10;2020;3 290 240
E031070 - Utleira skole;11;2020;3 242 650
E031070 - Utleira skole;12;2020;2 220 080
E041010 - Byåsen skole;1;2020;7 249 910
E041010 - Byåsen skole;2;2020;4 403 620
E041010 - Byåsen skole;3;2020;3 587 330
E041010 - Byåsen skole;4;2020;5 128 090
E041010 - Byåsen skole;5;2020;4 367 020
E041010 - Byåsen skole;6;2020;-3 325 650
E041010 - Byåsen skole;7;2020;5 255 550
E041010 - Byåsen skole;8;2020;4 040 310
E041010 - Byåsen skole;9;2020;3 228 820
E041010 - Byåsen skole;10;2020;3 371 500
E041010 - Byåsen skole;11;2020;4 115 040
E041010 - Byåsen skole;12;2020;949 360
E041020 - Dalgård skole og ressurssenter;1;2020;7 177 570
E041020 - Dalgård skole og ressurssenter;2;2020;6 872 910
E041020 - Dalgård skole og ressurssenter;3;2020;7 324 940
E041020 - Dalgård skole og ressurssenter;4;2020;8 025 430
E041020 - Dalgård skole og ressurssenter;5;2020;6 978 350
E041020 - Dalgård skole og ressurssenter;6;2020;-2 216 640
E041020 - Dalgård skole og ressurssenter;7;2020;7 838 190
E041020 - Dalgård skole og ressurssenter;8;2020;7 433 520
E041020 - Dalgård skole og ressurssenter;9;2020;7 742 830
E041020 - Dalgård skole og ressurssenter;10;2020;7 873 010
E041020 - Dalgård skole og ressurssenter;11;2020;7 437 920
E041020 - Dalgård skole og ressurssenter;12;2020;6 643 740
E041030 - Hallset skole;1;2020;3 164 200
E041030 - Hallset skole;2;2020;3 377 380
E041030 - Hallset skole;3;2020;3 170 920
E041030 - Hallset skole;4;2020;4 017 710
E041030 - Hallset skole;5;2020;2 701 470
E041030 - Hallset skole;6;2020;-1 800 390
E041030 - Hallset skole;7;2020;3 459 600
E041030 - Hallset skole;8;2020;3 356 290
E041030 - Hallset skole;9;2020;2 532 690
E041030 - Hallset skole;10;2020;2 610 800
E041030 - Hallset skole;11;2020;2 941 800
E041030 - Hallset skole;12;2020;2 348 250
E041040 - Ila skole;1;2020;7 008 460
E041040 - Ila skole;2;2020;4 534 880
E041040 - Ila skole;3;2020;4 382 370
E041040 - Ila skole;4;2020;5 292 220
E041040 - Ila skole;5;2020;3 524 370
E041040 - Ila skole;6;2020;-2 392 250
E041040 - Ila skole;7;2020;4 885 640
E041040 - Ila skole;8;2020;4 599 600
E041040 - Ila skole;9;2020;4 376 670
E041040 - Ila skole;10;2020;4 746 740
E041040 - Ila skole;11;2020;3 627 820
E041040 - Ila skole;12;2020;2 379 990
E041050 - Selsbakk skole;1;2020;2 608 030
E041050 - Selsbakk skole;2;2020;2 348 910
E041050 - Selsbakk skole;3;2020;2 057 420
E041050 - Selsbakk skole;4;2020;2 134 940
E041050 - Selsbakk skole;5;2020;1 653 020
E041050 - Selsbakk skole;6;2020;-385 990
E041050 - Selsbakk skole;7;2020;2 271 870
E041050 - Selsbakk skole;8;2020;2 111 340
E041050 - Selsbakk skole;9;2020;2 351 930
E041050 - Selsbakk skole;10;2020;2 318 660
E041050 - Selsbakk skole;11;2020;2 639 610
E041050 - Selsbakk skole;12;2020;2 529 700
E041060 - Stavset skole;1;2020;1 933 380
E041060 - Stavset skole;2;2020;2 059 740
E041060 - Stavset skole;3;2020;2 177 210
E041060 - Stavset skole;4;2020;2 678 660
E041060 - Stavset skole;5;2020;2 098 150
E041060 - Stavset skole;6;2020;-1 262 280
E041060 - Stavset skole;7;2020;2 566 030
E041060 - Stavset skole;8;2020;2 050 800
E041060 - Stavset skole;9;2020;1 367 100
E041060 - Stavset skole;10;2020;2 181 400
E041060 - Stavset skole;11;2020;2 189 310
E041060 - Stavset skole;12;2020;2 637 310
E041070 - Sverresborg skole;1;2020;5 160 220
E041070 - Sverresborg skole;2;2020;3 841 580
E041070 - Sverresborg skole;3;2020;3 596 360
E041070 - Sverresborg skole;4;2020;3 550 040
E041070 - Sverresborg skole;5;2020;2 860 070
E041070 - Sverresborg skole;6;2020;-438 700
E041070 - Sverresborg skole;7;2020;3 519 790
E041070 - Sverresborg skole;8;2020;3 414 930
E041070 - Sverresborg skole;9;2020;3 192 900
E041070 - Sverresborg skole;10;2020;3 522 130
E041070 - Sverresborg skole;11;2020;3 703 230
E041070 - Sverresborg skole;12;2020;1 744 480
E041080 - Ugla skole;1;2020;3 161 360
E041080 - Ugla skole;2;2020;3 175 980
E041080 - Ugla skole;3;2020;3 011 540
E041080 - Ugla skole;4;2020;2 892 810
E041080 - Ugla skole;5;2020;2 825 720
E041080 - Ugla skole;6;2020;-189 460
E041080 - Ugla skole;7;2020;3 082 350
E041080 - Ugla skole;8;2020;3 112 510
E041080 - Ugla skole;9;2020;2 955 020
E041080 - Ugla skole;10;2020;2 872 340
E041080 - Ugla skole;11;2020;3 282 940
E041080 - Ugla skole;12;2020;3 346 880
E041090 - Åsveien skole og ressurssenter;1;2020;8 402 060
E041090 - Åsveien skole og ressurssenter;2;2020;6 679 760
E041090 - Åsveien skole og ressurssenter;3;2020;6 348 300
E041090 - Åsveien skole og ressurssenter;4;2020;7 839 850
E041090 - Åsveien skole og ressurssenter;5;2020;6 008 300
E041090 - Åsveien skole og ressurssenter;6;2020;-3 420 770
E041090 - Åsveien skole og ressurssenter;7;2020;6 553 880
